"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05032","hsa05032","Morphine addiction",56,0.561725612100773,1.53135032073252,0.0185210404466839,0.0185210404466839,0.271020421853682,1235,"tags=21%, list=9%, signal=20%","PDE1C/GNB3/GABRR1/GNG7/ADCY6/GNG8/GNG10/ADCY5/GNG3/GNG5/GNG11/GNG4"
"hsa04742","hsa04742","Taste transduction",38,0.607007585810971,1.54937981177112,0.0185873605947955,0.0185873605947955,0.271020421853682,1450,"tags=32%, list=10%, signal=28%","PDE1C/TAS2R3/GNB3/ADCY6/SCN3A/TAS2R13/TAS2R46/PKD2L1/P2RY1/PKD1L3/TAS2R30/HTR3A"
"hsa04514","hsa04514","Cell adhesion molecules",115,0.482841758059951,1.44828677801535,0.0189795415331526,0.0189795415331526,0.271020421853682,2544,"tags=34%, list=18%, signal=28%","CDH2/CLDN5/CNTNAP2/ICOSLG/CLDN2/HLA-G/CLDN23/NRCAM/SLITRK4/CLDN7/CNTN2/MPZ/CD22/PVR/NLGN4Y/CD40/VCAM1/SDC2/SDC3/ESAM/LRRC4C/CD276/SDC1/PDCD1/ICAM1/TIGIT/HLA-DMB/JAM3/HLA-DMA/HLA-DPB1/CD4/SDC4/HLA-DQA2/HLA-F/ITGAM/HLA-DRB5/CD86/HLA-DOA/HLA-DRA"
"hsa04726","hsa04726","Serotonergic synapse",73,0.524457926379843,1.48134960937831,0.0215409012818819,0.0215409012818819,0.271020421853682,1450,"tags=26%, list=10%, signal=23%","GNB3/ALOX15/GNG7/DDC/GNG8/GNG10/ADCY5/PTGS2/GNG3/PLA2G4A/ALOX5/CACNA1F/RAPGEF3/GNG5/GNG11/GNG4/CYP2J2/CACNA1D/HTR3A"
"hsa05140","hsa05140","Leishmaniasis",68,0.531919333948307,1.49055731271094,0.0218629919173181,0.0218629919173181,0.271020421853682,2544,"tags=40%, list=18%, signal=33%","NOS2/IL1A/PTGS2/FCGR2A/FCGR3A/FCGR1A/MAPK12/NCF1/NCF2/C3/CYBB/NFKBIB/JUN/MAPK11/HLA-DMB/HLA-DMA/IFNGR2/HLA-DPB1/TLR2/HLA-DQA2/NFKBIA/ITGAM/CYBA/HLA-DRB5/NCF4/HLA-DOA/HLA-DRA"
"hsa00052","hsa00052","Galactose metabolism",23,0.666910667513424,1.55454201902983,0.0226997578692494,0.0226997578692494,0.271020421853682,997,"tags=13%, list=7%, signal=12%","HKDC1/LCT/HK3"
"hsa04371","hsa04371","Apelin signaling pathway",115,0.475559910555792,1.42644483231834,0.024032536356914,0.024032536356914,0.271020421853682,1235,"tags=20%, list=9%, signal=18%","NOS2/GNB3/MYLK2/UCP1/GNG7/ADCY6/ADCY10/GNG8/GNG10/ADCY5/BORCS8-MEF2B/GNG3/NOTCH3/MEF2B/JAG1/CALML4/SPHK1/CCND1/SLC8A1/GNG5/SPP1/GNG11/GNG4"
"hsa04723","hsa04723","Retrograde endocannabinoid signaling",101,0.486979428238052,1.43799859616905,0.0243718592964824,0.0243718592964824,0.271020421853682,2092,"tags=34%, list=15%, signal=29%","GNB3/GABRR1/GNG7/ADCY6/GNG8/GNG10/ADCY5/PTGS2/GNG3/MAPK12/CACNA1F/CNR1/NDUFB3/GNG5/NDUFA12/NDUFA2/MGLL/GNG11/GNG4/CACNA1D/MAPK11/NDUFAB1/NDUFA1/NDUFA13/NDUFB9/NDUFB1/GNAO1/GNG12/NDUFB7/NDUFB6/NDUFA8/CACNA1A/NDUFS5/NDUFA3"
"hsa00190","hsa00190","Oxidative phosphorylation",109,0.477770497645307,1.42446465806348,0.0247770069375619,0.0247770069375619,0.271020421853682,3398,"tags=50%, list=24%, signal=38%","UQCRHL/NDUFB3/NDUFA12/NDUFA2/COX5B/ATP5PF/ATP6V0D2/COX6C/COX6A1/NDUFAB1/UQCR10/NDUFA1/NDUFA13/UQCRQ/COX7A2/ATP5MC1/NDUFB9/NDUFB1/NDUFB7/NDUFB6/COX6B1/ATP5MF/NDUFA8/COX4I1/NDUFS5/CYC1/NDUFA3/UQCRH/ATP5F1E/NDUFC1/COX7C/ATP6V0B/NDUFB11/ATP5MC3/UQCRB/ATP5MC2/ATP6V1G2/ATP5PD/NDUFB8/NDUFV1/NDUFS3/COX8A/NDUFA4/COX17/COX7B/COX7A2L/NDUFB5/NDUFB4/COX5A/NDUFS6/NDUFB10/ATP6V1F/NDUFA6/UQCRFS1/NDUFS4"
"hsa04062","hsa04062","Chemokine signaling pathway",162,0.445796796575672,1.38515741494652,0.0248850100247671,0.0248850100247671,0.271020421853682,1937,"tags=23%, list=14%, signal=20%","PARD3/GNB3/GNG7/ADCY6/CXCL5/SHC2/GNG8/XCL1/GNG10/ADCY5/CCL18/GNG3/CXCR5/CXCR1/CCR7/CCL24/FGR/HCK/NCF1/GNG5/SRC/GNG11/GNG4/CXCL13/NFKBIB/CCL3L1/CCL3/RAC3/CCL4/CCL4L2/GNG12/CXCL8/CCL1/TIAM1/XCR1/BAD/CCL22"
"hsa04151","hsa04151","PI3K-Akt signaling pathway",265,0.41000420761843,1.32684998317445,0.0257491675915649,0.0257491675915649,0.271020421853682,1276,"tags=17%, list=9%, signal=16%","TEK/GNB3/PGF/GNG7/FGFR3/IL2/GNG8/NRTN/FGF17/GNG10/ARTN/LAMA3/EPHA2/CD19/VEGFD/TCL1A/GNG3/IL7/RET/IL6/CREB3L3/COL9A2/TNC/ITGA7/SYK/FGF9/COL4A4/LAMB2/CCND1/IL6R/FGF2/CSF3R/PDGFRB/GNG5/ANGPT4/COL6A3/SPP1/VEGFA/COL6A1/LAMC1/GNG11/IL3RA/GNG4/TGFA/ERBB2/EFNA1"
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection",170,0.440351846345892,1.37273798591173,0.0263312566122017,0.0263312566122017,0.271020421853682,2498,"tags=24%, list=18%, signal=20%","NFATC4/GNB3/GNG7/GNG8/HLA-G/GNG10/PTGS2/GNG3/IL6/MAPK12/CSF2/SYK/CALML4/CCND1/LEF1/FGF2/HCK/TCF7L1/GNG5/SRC/VEGFA/GNG11/GNG4/C3/JUN/ICAM1/CALML6/MAPK11/E2F1/GNG12/CXCL8/CDKN1A/E2F2/TRAF2/CXCL1/NFKBIA/HLA-F/IRF9/MAP2K7/TCF7/CD86"
"hsa04728","hsa04728","Dopaminergic synapse",102,0.483085197425683,1.42808078057891,0.0265008791760864,0.0265008791760864,0.271020421853682,1794,"tags=22%, list=13%, signal=19%","CAMK2B/GNB3/GNG7/DRD3/DDC/GNG8/GNG10/ADCY5/GNG3/CREB3L3/MAPK12/CALML4/CALY/GNG5/GNG11/GNG4/CACNA1D/CALML6/MAPK11/ATF4/GNAO1/GNG12"
"hsa04913","hsa04913","Ovarian steroidogenesis",33,0.614411904075416,1.53054284713137,0.0268739105171412,0.0268739105171412,0.271020421853682,2022,"tags=30%, list=15%, signal=26%","ADCY6/CYP19A1/ADCY5/PTGS2/PLA2G4A/ALOX5/CYP2J2/INSR/AKR1C3/STAR"
"hsa05340","hsa05340","Primary immunodeficiency",35,0.595875790825977,1.50067895253113,0.032253398900781,0.032253398900781,0.315107219524078,907,"tags=20%, list=7%, signal=19%","TNFRSF13B/BLNK/CD79A/CD19/BTK/CD40/AIRE"
"hsa04664","hsa04664","Fc epsilon RI signaling pathway",60,0.527987103152959,1.45217925753892,0.0353802358682391,0.0353802358682391,0.335181181909634,869,"tags=15%, list=6%, signal=14%","MS4A2/FCER1A/MAPK12/BTK/CSF2/PLA2G4A/SYK/ALOX5/FCER1G"
"hsa00591","hsa00591","Linoleic acid metabolism",13,0.723073234327934,1.5146122700675,0.0374435119431892,0.0374435119431892,0.336734693877551,1357,"tags=46%, list=10%, signal=42%","ALOX15/PLA2G4A/CYP3A4/PLB1/PLA2G10/CYP2J2"
"hsa04014","hsa04014","Ras signaling pathway",179,0.425083975091089,1.33201193751334,0.0376984126984127,0.0376984126984127,0.336734693877551,1601,"tags=20%, list=12%, signal=18%","RASAL1/TEK/GNB3/PGF/GNG7/FGFR3/SHC2/GNG8/FGF17/GNG10/EPHA2/VEGFD/PLA1A/GNG3/PLA2G4A/FGF9/CALML4/FGF2/PDGFRB/GNG5/ANGPT4/VEGFA/GNG11/RASAL2/GNG4/TGFA/EFNA1/RGL1/PLA2G10/INSR/MRAS/RAC3/RASA4/CALML6/RIN1"
"hsa04672","hsa04672","Intestinal immune network for IgA production",38,0.572363622584942,1.4609514980616,0.0423219902773806,0.0423219902773806,0.360624912240002,2544,"tags=39%, list=18%, signal=32%","TNFRSF17/ICOSLG/IL2/TNFRSF13B/LTBR/IL6/CD40/HLA-DMB/HLA-DMA/HLA-DPB1/HLA-DQA2/HLA-DRB5/CD86/HLA-DOA/HLA-DRA"
"hsa05152","hsa05152","Tuberculosis",148,0.438812005372623,1.35214323751516,0.0426800190748689,0.0426800190748689,0.360624912240002,2544,"tags=26%, list=18%, signal=22%","CAMK2B/NOS2/IL1A/FCGR2A/IL6/FCGR3A/FCGR1A/MAPK12/CD14/SYK/CD209/CALML4/FCER1G/SPHK1/ITGAX/IL18/SRC/VDR/MRC1/C3/CLEC4E/ATP6V0D2/CALML6/MAPK11/HLA-DMB/BAD/HLA-DMA/IFNGR2/HLA-DPB1/TLR2/CYP27B1/HLA-DQA2/ITGAM/ATP6V0B/HLA-DRB5/CD74/CIITA/HLA-DOA/HLA-DRA"
"hsa04612","hsa04612","Antigen processing and presentation",65,0.507892214425684,1.41468751390587,0.0464309539693129,0.0464309539693129,0.381994275038391,2928,"tags=37%, list=21%, signal=29%","KIR3DL1/KIR2DL3/HLA-G/HSPA6/KIR2DL1/CTSL/KIR3DL2/HLA-DMB/HSPA1B/HLA-DMA/HLA-DPB1/CD4/HLA-DQA2/HLA-F/HLA-DRB5/CD74/HSPA2/CIITA/CTSB/HLA-DOA/HLA-DRA/HLA-DPA1/PSME2/RFXANK"
"hsa04940","hsa04940","Type I diabetes mellitus",33,0.583902886315308,1.45454275892343,0.0496804183614178,0.0496804183614178,0.38929219600726,2789,"tags=42%, list=20%, signal=34%","IL1A/IL2/HLA-G/CPE/HLA-DMB/HLA-DMA/HLA-DPB1/HLA-DQA2/HLA-F/HLA-DRB5/CD86/HLA-DOA/HLA-DRA/HLA-DPA1"
"hsa04713","hsa04713","Circadian entrainment",70,0.497025678055884,1.39796240407812,0.0498084291187739,0.0498084291187739,0.38929219600726,1379,"tags=21%, list=10%, signal=19%","CAMK2B/GNB3/RASD1/GNG7/ADCY6/ADCY10/GNG8/GNG10/ADCY5/GNG3/CALML4/GNG5/GNG11/GNG4/CACNA1D"
"hsa05020","hsa05020","Prion disease",230,0.400655271073378,1.28129123821824,0.0558071088974417,0.0558071088974417,0.40301241603908,3434,"tags=40%, list=25%, signal=31%","IL1A/TUBB3/IL6/TUBA3E/HSPA6/CREB3L3/MAPK12/CACNA1F/UQCRHL/NCF1/NDUFB3/NDUFA12/NDUFA2/LAMC1/NCF2/TUBB2B/COX5B/CACNA1D/CYBB/ATP5PF/CAV1/COX6C/COX6A1/MAPK11/NDUFAB1/UQCR10/NDUFA1/NDUFA13/UQCRQ/COX7A2/ATP5MC1/PSMB6/ATF4/NDUFB9/NDUFB1/HSPA1B/TUBA1B/NDUFB7/NDUFB6/COX6B1/BAD/NDUFA8/PSMB4/COX4I1/NDUFS5/CYC1/NDUFA3/UQCRH/ATP5F1E/GRIN3B/NDUFC1/PSMD4/COX7C/PSMB1/CYBA/SOD1/NCF4/NDUFB11/ATP5MC3/UQCRB/PSMB5/ATP5MC2/GRIN2C/TUBB4B/ATP5PD/NDUFB8/NDUFV1/NDUFS3/COX8A/NDUFA4/C1QC/COX7B/RYR1/PRKCD/COX7A2L/NDUFB5/PSMD3/SLC25A6/KLC4/NDUFB4/COX5A/C1QB/NDUFS6/PSMB3/NDUFB10/C1QA/MAPK3/NDUFA6/UQCRFS1/PSMC5/PSMC3/NDUFS4/SLC25A5"
"hsa00410","hsa00410","beta-Alanine metabolism",25,0.610604090020634,1.44918216046067,0.0567141785446362,0.0567141785446362,0.40301241603908,1549,"tags=24%, list=11%, signal=21%","DPYS/AOC2/AOC3/SMOX/ALDH3B1/ALDH2"
"hsa04380","hsa04380","Osteoclast differentiation",123,0.439624146014049,1.32851009764616,0.0573700305810398,0.0573700305810398,0.40301241603908,2512,"tags=29%, list=18%, signal=24%","LILRA4/IL1A/LILRA5/BLNK/TNFSF11/FCGR2A/LILRA6/FCGR3A/LILRB4/FCGR1A/SPI1/MAPK12/BTK/SYK/IL1R1/LILRB1/NCF1/TYROBP/NCF2/LILRB2/ACP5/LILRB3/JUN/FHL2/MAPK11/SOCS3/IFNGR2/NFKB2/TRAF2/NFKBIA/FOSL1/CYBA/IRF9/MAP2K7/NCF4/FOSB"
"hsa00650","hsa00650","Butanoate metabolism",18,-0.598935110690806,-1.49802397929566,0.0574361820199778,0.0574361820199778,0.40301241603908,31,"tags=17%, list=0%, signal=17%","HMGCS1/L2HGDH/ACSM4"
"hsa05217","hsa05217","Basal cell carcinoma",45,0.53580674626841,1.40591447944127,0.0609464962786126,0.0609464962786126,0.40301241603908,1286,"tags=31%, list=9%, signal=28%","WNT9A/FZD5/KIF7/AXIN2/PTCH2/WNT10A/SHH/GLI1/FZD7/LEF1/TCF7L1/WNT5B/GADD45B/WNT8B"
"hsa05133","hsa05133","Pertussis",65,0.494698199994342,1.37793678817281,0.0616410940627085,0.0616410940627085,0.40301241603908,1578,"tags=22%, list=11%, signal=19%","NOS2/IL1A/CXCL5/SERPING1/IL6/MAPK12/CD14/IRF8/CALML4/LY96/C3/JUN/CALML6/MAPK11"
"hsa04640","hsa04640","Hematopoietic cell lineage",80,0.474260322965887,1.35556150983074,0.062703689219137,0.062703689219137,0.40301241603908,2544,"tags=42%, list=18%, signal=35%","IL1A/MME/FCER2/CR2/CD19/CSF2RA/IL7/IL6/CD1D/FCGR1A/CD22/CD14/CSF2/IL1R1/GP5/IL6R/CSF3R/ANPEP/IL3RA/CD33/MS4A1/GP1BA/HLA-DMB/ITGA2B/IL1R2/HLA-DMA/HLA-DPB1/CD4/HLA-DQA2/ITGAM/IL9R/HLA-DRB5/HLA-DOA/HLA-DRA"
"hsa05226","hsa05226","Gastric cancer",107,0.447060208618075,1.32981892806416,0.0627333831217326,0.0627333831217326,0.40301241603908,1286,"tags=18%, list=9%, signal=16%","LRP6/TERT/WNT9A/SHC2/FGF17/FZD5/AXIN2/WNT10A/SHH/FZD7/FGF9/CCND1/LEF1/FGF2/TCF7L1/WNT5B/GADD45B/ERBB2/WNT8B"
"hsa05034","hsa05034","Alcoholism",86,0.467025230195612,1.34890420807932,0.0649684806381063,0.0649684806381063,0.40301241603908,1794,"tags=21%, list=13%, signal=18%","GNB3/GNG7/DDC/SHC2/GNG8/GNG10/ADCY5/GNG3/CREB3L3/CALML4/ADORA2A/GNG5/GNG11/GNG4/CALML6/ATF4/GNAO1/GNG12"
"hsa00230","hsa00230","Purine metabolism",101,0.451233839539816,1.33244566438859,0.0653266331658292,0.0653266331658292,0.40301241603908,1419,"tags=14%, list=10%, signal=13%","PDE1C/ADCY6/ADCY10/ADCY5/AK8/NT5M/AK4/FHIT/NPR1/PDE9A/NT5DC4/NME1/NT5C/NME7"
"hsa04710","hsa04710","Circadian rhythm",31,-0.504139395523312,-1.42600145549205,0.0657439446366782,0.0657439446366782,0.40301241603908,3100,"tags=42%, list=22%, signal=33%","CREB1/PRKAG2/PER2/FBXL3/CLOCK/PRKAA1/NFIL3/NR1D1/RORA/NPAS2/PER3/NR1D2/TPTEP2-CSNK1E"
"hsa00531","hsa00531","Glycosaminoglycan degradation",17,-0.593739920538526,-1.46743187921193,0.0713110257816786,0.0713110257816786,0.428732280509282,1112,"tags=18%, list=8%, signal=16%","GNS/HGSNAT/HPSE2"
"hsa05012","hsa05012","Parkinson disease",225,0.391664670037079,1.24991934257644,0.0789772727272727,0.0789772727272727,0.45837918173114,3434,"tags=36%, list=25%, signal=28%","CAMK2B/TUBB3/ADCY5/GPR37/TUBA3E/CALML4/UQCRHL/ADORA2A/NDUFB3/NDUFA12/NDUFA2/TUBB2B/COX5B/ATP5PF/COX6C/CALML6/COX6A1/NDUFAB1/UQCR10/NDUFA1/NDUFA13/UQCRQ/COX7A2/ATP5MC1/PSMB6/ATF4/NDUFB9/NDUFB1/TUBA1B/SLC39A7/NDUFB7/NDUFB6/COX6B1/NDUFA8/PSMB4/COX4I1/NDUFS5/CYC1/PARK7/NDUFA3/UQCRH/ATP5F1E/NDUFC1/PSMD4/COX7C/SLC39A5/PSMB1/HTRA2/SOD1/NDUFB11/ATP5MC3/UQCRB/PSMB5/LRRK2/ATP5MC2/TUBB4B/ATP5PD/NDUFB8/NDUFV1/NDUFS3/COX8A/NDUFA4/COX7B/UBE2J2/COX7A2L/TRAP1/NDUFB5/PSMD3/SLC25A6/KLC4/NDUFB4/COX5A/NDUFS6/PSMB3/NDUFB10/GNAL/NDUFA6/UQCRFS1/PSMC5/PSMC3/NDUFS4/SLC25A5"
"hsa04912","hsa04912","GnRH signaling pathway",77,0.466300247814407,1.32736290664399,0.0805544658035831,0.0805544658035831,0.45837918173114,1734,"tags=21%, list=12%, signal=18%","CAMK2B/ADCY6/ADCY5/GNA11/MAPK12/PLA2G4A/CALML4/CACNA1F/GNRH2/SRC/MMP14/CACNA1D/JUN/CALML6/MAPK11/ATF4"
"hsa05416","hsa05416","Viral myocarditis",57,0.494828241530738,1.35240457279594,0.0806407819712191,0.0806407819712191,0.45837918173114,2544,"tags=33%, list=18%, signal=27%","HLA-G/MYH7/DMD/CD40/CCND1/SGCA/MYH6/ICAM1/CAV1/RAC3/HLA-DMB/HLA-DMA/HLA-DPB1/HLA-DQA2/HLA-F/HLA-DRB5/CD86/HLA-DOA/HLA-DRA"
