"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0018212","GO:0018212","peptidyl-tyrosine modification",213,0.497967356414307,1.59069843421319,0.000569739100043304,0.320709277255005,0.310506824014513,1732,"tags=25%, list=12%, signal=23%","LRP4/TEK/GREM1/PKDCC/FGFR3/GATA1/DOK7/CSPG4/LILRA5/IL2/CLEC6A/ENPP2/PLPP3/IL7/IL6/LILRB4/FCGR1A/BTK/CTF1/CSF2/SYK/CRLF1/CD40/FES/FGR/IL6R/CLCF1/HCK/IL18/NCF1/NRP1/PDGFRB/ANGPT4/SRC/VEGFA/CNTF/SH3BP5/IFNL1/TGFA/ERBB2/EFNA1/HYAL2/TNFRSF18/AATK/BANK1/INSR/TTBK1/SRCIN1/CAV1/VTN/ZGPAT/SOCS3/LIF/UNC119"
"GO:0034329","GO:0034329","cell junction assembly",303,0.45829491030271,1.50148682096842,0.000891614685760331,0.320709277255005,0.310506824014513,1173,"tags=18%, list=8%, signal=17%","LRP4/GJC1/CDH2/CLDN5/PARD3/LRRN1/TEK/CNTNAP2/GREM1/ARHGAP6/PCDHB2/RHOD/LRRTM2/OPHN1/SNAI1/GPM6A/UGT8/CLDN2/CTNND2/APOD/CLDN23/GJD3/LAMA3/ICAM5/EPHA2/GJB6/NRCAM/CTTN/FZD5/COL16A1/CAMSAP3/ANK2/GJB2/SLITRK4/CLDN7/FLRT2/EPB41L3/VSTM5/FSCN1/SLIT1/ACHE/NLGN4Y/ADD2/NTN1/ACVRL1/SDK2/LSR/NRP1/ESAM/RAB13/SRC/VEGFA/GPC4/LAMC1/ACTN1/FMN1"
"GO:0007507","GO:0007507","heart development",419,0.443561849484653,1.4789679860413,0.000350334130722341,0.320709277255005,0.310506824014513,1578,"tags=17%, list=11%, signal=16%","GJC1/ANKRD1/SYNPO2L/NFATC4/CLDN5/ADM/TEK/GREM1/DRC1/DZIP1/MYLK2/OBSL1/ROBO1/IL1A/SNAI1/MYBPC3/NDRG4/NEBL/PTK7/GNA11/TNNC1/DSG2/BORCS8-MEF2B/MYH7/PDLIM1/GJB6/NOG/VANGL2/ADAP2/AXIN2/ANK2/SHH/FLRT2/TIE1/GLI1/PLXNA4/FZD7/DNAAF1/MESP1/MEF2B/JAG1/BASP1/FGF9/TP73/SEMA3C/FES/VCAM1/POPDC2/ACVRL1/FGF2/AKAP6/SLC8A1/NEK8/INHBA/NRP1/PDGFRB/CPE/FOXC1/VEGFA/PRICKLE1/DCHS1/ERBB2/EFNA1/TCAP/STK3/INSR/FHL2/MYH6/LMNA/MB/ID3/SPRED1/MAPK11"
"GO:0048858","GO:0048858","cell projection morphogenesis",483,0.427947305853975,1.43658810115701,0.000566459434085944,0.320709277255005,0.310506824014513,1370,"tags=17%, list=10%, signal=16%","LRP4/CAMK2B/DSCAML1/NFATC4/CDH2/TLX2/RASAL1/PARD3/SYT17/CNTNAP2/NDN/KALRN/SHTN1/OBSL1/ROBO1/ARPIN/BTBD3/OPHN1/ADCY10/SEMA3A/GPM6A/UGT8/CTNND2/MYO16/KIF1A/CHRNA7/CSPG5/FSTL4/PDPN/ENPP2/TUBB3/PTK7/ARTN/SEMA3B/IGSF9/NRCAM/CTTN/POU4F3/NOG/SLITRK4/SHH/FLRT2/SPAG6/SEMA6B/EPB41L3/NOTCH3/RET/APLP1/PLXNA4/CNTN2/PAX6/DRAXIN/KNDC1/PHACTR1/SCN11A/SLIT1/PACSIN1/SEMA3C/LAMB2/KLF7/NTN1/ROBO3/SDC2/ADORA2A/NRP1/NCKAP1/SPP1/LRRC4C/SRC/VEGFA/PRICKLE1/TSKU/CPNE9/PALLD/ATP8A2/ERBB2/EFNA1/PLXNA2/TUBB2B/PLA2G10/HECW2/NTN3"
"GO:0120039","GO:0120039","plasma membrane bounded cell projection morphogenesis",480,0.42536601406095,1.42735104588231,0.000624877884326661,0.320709277255005,0.310506824014513,1370,"tags=17%, list=10%, signal=16%","LRP4/CAMK2B/DSCAML1/NFATC4/CDH2/TLX2/RASAL1/PARD3/SYT17/CNTNAP2/NDN/KALRN/SHTN1/OBSL1/ROBO1/ARPIN/BTBD3/OPHN1/ADCY10/SEMA3A/GPM6A/UGT8/CTNND2/MYO16/KIF1A/CHRNA7/FSTL4/PDPN/ENPP2/TUBB3/PTK7/ARTN/SEMA3B/IGSF9/NRCAM/CTTN/POU4F3/NOG/SLITRK4/SHH/FLRT2/SPAG6/SEMA6B/EPB41L3/NOTCH3/RET/APLP1/PLXNA4/CNTN2/PAX6/DRAXIN/KNDC1/PHACTR1/SCN11A/SLIT1/PACSIN1/SEMA3C/LAMB2/KLF7/NTN1/ROBO3/SDC2/ADORA2A/NRP1/NCKAP1/SPP1/LRRC4C/SRC/VEGFA/PRICKLE1/TSKU/CPNE9/PALLD/ATP8A2/ERBB2/EFNA1/PLXNA2/TUBB2B/PLA2G10/HECW2/NTN3"
"GO:0032990","GO:0032990","cell part morphogenesis",500,0.420723886568459,1.41099372903327,0.000806137046606703,0.320709277255005,0.310506824014513,1370,"tags=16%, list=10%, signal=15%","LRP4/CAMK2B/DSCAML1/NFATC4/CDH2/TLX2/RASAL1/PARD3/SYT17/CNTNAP2/NDN/KALRN/SHTN1/OBSL1/ROBO1/ARPIN/BTBD3/OPHN1/ADCY10/SEMA3A/GPM6A/UGT8/CTNND2/MYO16/KIF1A/CHRNA7/CSPG5/FSTL4/PDPN/ENPP2/TUBB3/PTK7/ARTN/SEMA3B/IGSF9/NRCAM/CTTN/POU4F3/NOG/SLITRK4/SHH/FLRT2/SPAG6/SEMA6B/EPB41L3/NOTCH3/RET/APLP1/PLXNA4/CNTN2/PAX6/DRAXIN/KNDC1/PHACTR1/SCN11A/SLIT1/PACSIN1/SEMA3C/LAMB2/KLF7/NTN1/ROBO3/SDC2/ADORA2A/NRP1/NCKAP1/SPP1/LRRC4C/SRC/VEGFA/PRICKLE1/TSKU/CPNE9/PALLD/ATP8A2/ERBB2/EFNA1/PLXNA2/TUBB2B/PLA2G10/HECW2/NTN3"
"GO:2001222","GO:2001222","regulation of neuron migration",30,0.720435178086664,1.76982750120974,0.00124164135280239,0.352856317725007,0.341631197850039,778,"tags=23%, list=6%, signal=22%","CAMK2B/SHTN1/SEMA3A/KIF26A/FLRT2/PAX6/PHACTR1"
"GO:0006935","GO:0006935","chemotaxis",335,0.442159214139613,1.45721448063752,0.00126087660434164,0.352856317725007,0.341631197850039,2039,"tags=25%, list=15%, signal=22%","DDT/CALCA/GREM1/PGF/ROBO1/AZU1/CXCL5/SEMA3A/CYP19A1/XCL1/ENPP2/ARTN/CCL18/C5AR2/TNFSF11/F3/FPR3/SEMA3B/EPHA2/VEGFD/ARHGEF16/APOA1/ACKR2/FLRT2/SEMA6B/CMTM2/IL6/PLXNA4/PLA2G7/CXCR5/CXCR1/SPI1/CCR7/SUCNR1/SYK/AIF1/SLIT1/ALOX5/SLAMF8/SEMA3C/FCER1G/FES/VCAM1/CCL24/IL6R/ADGRE2/FPR2/NTN1/ROBO3/LEF1/FGF2/CSF3R/ADGRA2/NRP1/PDGFRB/RAB13/VEGFA/CXCL13/TUBB2B/CCL3L1/CCL3/RAC3/CCL4/CYSLTR1/TYMP/S100A9/AGER/PTPRO/SWAP70/PPIA/PLAUR/JAM3/CXCL8/LPAR1/S100A4/CCL1/TIAM1/XCR1/LGALS3/CCL22/DAPK2/DUSP3/RARRES2/PPIB"
"GO:0042330","GO:0042330","taxis",335,0.442159214139613,1.45721448063752,0.00126087660434164,0.352856317725007,0.341631197850039,2039,"tags=25%, list=15%, signal=22%","DDT/CALCA/GREM1/PGF/ROBO1/AZU1/CXCL5/SEMA3A/CYP19A1/XCL1/ENPP2/ARTN/CCL18/C5AR2/TNFSF11/F3/FPR3/SEMA3B/EPHA2/VEGFD/ARHGEF16/APOA1/ACKR2/FLRT2/SEMA6B/CMTM2/IL6/PLXNA4/PLA2G7/CXCR5/CXCR1/SPI1/CCR7/SUCNR1/SYK/AIF1/SLIT1/ALOX5/SLAMF8/SEMA3C/FCER1G/FES/VCAM1/CCL24/IL6R/ADGRE2/FPR2/NTN1/ROBO3/LEF1/FGF2/CSF3R/ADGRA2/NRP1/PDGFRB/RAB13/VEGFA/CXCL13/TUBB2B/CCL3L1/CCL3/RAC3/CCL4/CYSLTR1/TYMP/S100A9/AGER/PTPRO/SWAP70/PPIA/PLAUR/JAM3/CXCL8/LPAR1/S100A4/CCL1/TIAM1/XCR1/LGALS3/CCL22/DAPK2/DUSP3/RARRES2/PPIB"
"GO:0048812","GO:0048812","neuron projection morphogenesis",465,0.416143199598592,1.39520067633509,0.00112170877058331,0.352856317725007,0.341631197850039,1370,"tags=17%, list=10%, signal=15%","LRP4/CAMK2B/DSCAML1/NFATC4/CDH2/TLX2/RASAL1/PARD3/SYT17/CNTNAP2/NDN/KALRN/SHTN1/OBSL1/ROBO1/BTBD3/OPHN1/ADCY10/SEMA3A/GPM6A/UGT8/CTNND2/MYO16/KIF1A/CHRNA7/FSTL4/TUBB3/PTK7/ARTN/SEMA3B/IGSF9/NRCAM/CTTN/POU4F3/NOG/SLITRK4/SHH/FLRT2/SPAG6/SEMA6B/EPB41L3/NOTCH3/RET/APLP1/PLXNA4/CNTN2/PAX6/DRAXIN/KNDC1/PHACTR1/SCN11A/SLIT1/PACSIN1/SEMA3C/LAMB2/KLF7/NTN1/ROBO3/SDC2/ADORA2A/NRP1/NCKAP1/SPP1/LRRC4C/VEGFA/PRICKLE1/TSKU/CPNE9/PALLD/ATP8A2/ERBB2/EFNA1/PLXNA2/TUBB2B/PLA2G10/HECW2/NTN3"
"GO:0030279","GO:0030279","negative regulation of ossification",25,0.748364392549194,1.7716884290847,0.00151508652104218,0.35403417942334,0.342771589229448,1519,"tags=32%, list=11%, signal=29%","LRP4/CALCA/GREM1/GATA1/ECM1/KREMEN1/CCL3/KREMEN2"
"GO:0009713","GO:0009713","catechol-containing compound biosynthetic process",14,0.824637869074253,1.72937681911886,0.00139940766330698,0.35403417942334,0.342771589229448,454,"tags=36%, list=3%, signal=35%","PNMT/DBH/DDC/INSM1/GPR37"
"GO:0042423","GO:0042423","catecholamine biosynthetic process",14,0.824637869074253,1.72937681911886,0.00139940766330698,0.35403417942334,0.342771589229448,454,"tags=36%, list=3%, signal=35%","PNMT/DBH/DDC/INSM1/GPR37"
"GO:0070663","GO:0070663","regulation of leukocyte proliferation",225,0.465196683653808,1.49127561367522,0.00151810260964091,0.35403417942334,0.342771589229448,1949,"tags=24%, list=14%, signal=21%","GREM1/SPTA1/ICOSLG/IL1A/GAL/IL2/TNFRSF13B/XCL1/SH3RF1/HLA-G/CLC/CSF2RA/SHH/IL27/HHEX/IL7/IL6/OCSTAMP/FCGR3A/CD1D/LILRB4/CD22/BTK/CSF2/EBI3/SYK/AIF1/CD209/CSF2RB/LILRB1/CD40/VCAM1/CLCF1/TNFRSF4/IL18/FCRL3/PAWR/FOXP3/TYROBP/CD276/LILRB2/ERBB2/DHPS/CHRNB2/CRTAM/MZB1/HLA-DMB/AGER/MEF2C/IDO1/LST1/LGALS3/TNFRSF21/GSTP1/CDKN1A"
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation",173,0.489402016840751,1.52305240743308,0.00173157767744671,0.357821827517227,0.346438744075056,1732,"tags=25%, list=12%, signal=22%","LRP4/GREM1/FGFR3/GATA1/DOK7/CSPG4/LILRA5/IL2/CLEC6A/ENPP2/PLPP3/IL7/IL6/LILRB4/FCGR1A/CTF1/CSF2/SYK/CRLF1/CD40/IL6R/CLCF1/IL18/NCF1/NRP1/ANGPT4/SRC/VEGFA/CNTF/SH3BP5/IFNL1/TGFA/EFNA1/HYAL2/TNFRSF18/BANK1/SRCIN1/CAV1/VTN/ZGPAT/SOCS3/LIF/UNC119"
"GO:0050900","GO:0050900","leukocyte migration",308,0.442891289702827,1.45176886196126,0.00179006810264112,0.357821827517227,0.346438744075056,1943,"tags=24%, list=14%, signal=21%","DDT/CALCA/GREM1/PGF/DBH/AZU1/IL1A/CXCL5/CYP19A1/EPS8/XCL1/APOD/ARTN/CCL18/C5AR2/TNFSF11/VEGFD/GCSAM/RET/IL6/PODXL2/PLA2G7/CXCR5/SPNS2/CXCR1/SPI1/CCR7/ITGA7/SYK/AIF1/IL1R1/ALOX5/GCSAML/SLAMF8/FCER1G/ADD2/VCAM1/CCL24/AIRE/IL6R/ADGRE2/FPR2/HCK/CSF3R/HMOX1/SRC/VEGFA/CXCL13/ECM1/MMP14/FUT7/TNFRSF18/CCL3L1/CCL3/ICAM1/CRTAM/RAC3/CD200/GP1BA/CCL4/S100A9/AGER/PTPRO/SWAP70/PPIA/JAM3/ITGA2B/CXCL8/CCL1/LGALS3/ASCL2/CCL22/DAPK2"
"GO:0001525","GO:0001525","angiogenesis",386,0.431244042988996,1.43153765090811,0.00167955667507873,0.357821827517227,0.346438744075056,1822,"tags=22%, list=13%, signal=19%","NFATC4/CLDN5/RAMP1/ADM/TEK/TERT/GREM1/SHB/PGF/ADGRB2/ROBO1/HSPG2/IL1A/CSPG4/CHRNA7/APOD/EGFL7/STARD13/HLA-G/PTGS2/F3/EPHA2/NRCAM/FZD5/VEGFD/MMRN2/SHH/HHEX/TIE1/NOTCH3/IL6/GPLD1/GATA2/JAG1/SYK/NPR1/ALOX5/FGF9/COL27A1/SPHK1/CD40/CCL24/ACVRL1/LEF1/FGF2/ITGAX/CHI3L1/IL18/ADGRA2/NRP1/RAPGEF3/HMOX1/PDGFRB/ANGPT4/NOTCH4/FOXC1/RASIP1/ANPEP/VEGFA/CXCL13/ECM1/MMP14/TGFA/ERBB2/EFNA1/TNFAIP2/C3/CYBB/CAV1/EPAS1/CYSLTR1/SPRED1/TYMP/TNFRSF12A/AMOTL1/ADM2/S100A1/ANGPTL3/ANGPTL6/AAMP/JAM3/ITGA2B/CXCL8"
"GO:0061564","GO:0061564","axon development",361,0.428115861898228,1.41915439584547,0.00161208250276731,0.357821827517227,0.346438744075056,1724,"tags=21%, list=12%, signal=19%","OLIG3/LRP4/DSCAML1/CDH2/PARD3/NDN/KALRN/SHTN1/ROBO1/RTN4RL2/CRTAC1/OPHN1/ADCY10/SEMA3A/CSPG5/FSTL4/RTN4RL1/APOD/TUBB3/PTK7/ARTN/SEMA3B/IGSF9/NRCAM/CTTN/POU4F3/NOG/SLITRK4/SHH/FLRT2/SEMA6B/NOTCH3/RET/APLP1/PLXNA4/CNTN2/PAX6/DRAXIN/TNC/SCN11A/NEUROD2/SLIT1/SEMA3C/LAMB2/KLF7/NTN1/ROBO3/CNR1/NRP1/SPP1/LRRC4C/VEGFA/PRICKLE1/TSKU/CNTF/PALLD/ATP8A2/ERBB2/EFNA1/PLXNA2/TUBB2B/PLA2G10/NTN3/KREMEN1/CHRNB2/RAC3/RND2/CHN1/SCARF1/KEL/S100A6/RGMA/PTPRO/CRABP2/RAPH1"
"GO:0009954","GO:0009954","proximal/distal pattern formation",13,0.825368325174471,1.71621239605601,0.0019004409299422,0.366785099478845,0.355116875039654,776,"tags=38%, list=6%, signal=36%","LRP4/GREM1/HOXC9/GLI1/SIX3"
"GO:0050919","GO:0050919","negative chemotaxis",30,0.707476543838967,1.73799320443012,0.00219878101841012,0.391354772188527,0.378904933512603,924,"tags=33%, list=7%, signal=31%","ROBO1/SEMA3A/SEMA3B/APOA1/FLRT2/SEMA6B/PLXNA4/SLIT1/SEMA3C/NTN1"
"GO:0009308","GO:0009308","amine metabolic process",88,0.56183095874655,1.64377874449999,0.00223751165089028,0.391354772188527,0.378904933512603,2304,"tags=35%, list=17%, signal=30%","PNMT/BHMT/DBH/DRD3/DDC/INSM1/GPR37/AOC2/SLC29A4/AOC3/SMOX/ACMSD/NPR1/VCAM1/GDPD3/SLC7A7/SIRT4/DHPS/CHRNB2/EPAS1/ALDH2/KYNU/HNMT/IDO1/SULT1A3/SULT1C2/PNKD/PARK7/CLN3/SULT1B1/ITGAM"
"GO:0070661","GO:0070661","leukocyte proliferation",284,0.45722885741584,1.48791367644386,0.00213109441681465,0.391354772188527,0.378904933512603,1949,"tags=23%, list=14%, signal=20%","GREM1/GAPT/SHB/SPTA1/ICOSLG/IL1A/GAL/IL2/TNFRSF13B/XCL1/SH3RF1/HLA-G/CLC/CD79A/TNFSF11/CR2/CD19/CSF2RA/SHH/IL27/HHEX/IL7/IL6/OCSTAMP/FCGR3A/CD1D/LILRB4/CD22/BTK/CSF2/EBI3/SYK/AIF1/CD209/CSF2RB/LILRB1/CD40/VCAM1/CLCF1/LEF1/TNFRSF4/IL18/FCRL3/PAWR/FOXP3/TYROBP/CD276/LILRB2/ERBB2/CLU/DHPS/MS4A1/CHRNB2/CRTAM/MZB1/HLA-DMB/AGER/PSMB10/MEF2C/IDO1/LST1/LGALS3/TNFRSF21/GSTP1/CDKN1A"
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport",81,0.583218168591368,1.68941443884721,0.00257659072587971,0.412033665507107,0.398925986671542,3398,"tags=57%, list=24%, signal=43%","UQCRHL/NDUFB3/NDUFA12/NDUFA2/COX5B/UQCC3/COX6C/COX6A1/NDUFAB1/UQCR10/NDUFA1/UQCRQ/COX7A2/NDUFB9/NDUFB1/NDUFB7/COQ9/NDUFB6/COX6B1/NDUFA8/COX4I1/NDUFS5/CYC1/PARK7/NDUFA3/UQCRH/DGUOK/NDUFC1/COX7C/UQCRB/NDUFB8/NDUFV1/NDUFS3/COX8A/NDUFA4/COX7B/CHCHD2/COX7A2L/NDUFB5/NDUFB4/COX5A/NDUFS6/NDUFB10/NDUFA6/UQCRFS1/NDUFS4"
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport",81,0.583218168591368,1.68941443884721,0.00257659072587971,0.412033665507107,0.398925986671542,3398,"tags=57%, list=24%, signal=43%","UQCRHL/NDUFB3/NDUFA12/NDUFA2/COX5B/UQCC3/COX6C/COX6A1/NDUFAB1/UQCR10/NDUFA1/UQCRQ/COX7A2/NDUFB9/NDUFB1/NDUFB7/COQ9/NDUFB6/COX6B1/NDUFA8/COX4I1/NDUFS5/CYC1/PARK7/NDUFA3/UQCRH/DGUOK/NDUFC1/COX7C/UQCRB/NDUFB8/NDUFV1/NDUFS3/COX8A/NDUFA4/COX7B/CHCHD2/COX7A2L/NDUFB5/NDUFB4/COX5A/NDUFS6/NDUFB10/NDUFA6/UQCRFS1/NDUFS4"
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",153,0.496653858756908,1.53325355350121,0.00249701857347571,0.412033665507107,0.398925986671542,1492,"tags=29%, list=11%, signal=26%","DSCAML1/PCDHGC4/CDH2/CLDN5/PCDHB15/PCDH9/PCDHGB7/TENM3/PCDHB2/ROBO1/SPARCL1/CLDN2/CDH16/PTK7/CLDN23/DSG2/DSC2/IGSF9/PCDHGA2/CDHR5/APOA1/CLDN7/RET/CNTN2/PCDHGA1/MPZ/PVR/CD209/VCAM1/NECTIN4/ROBO3/SDK2/ESAM/IL1RN/LRRC4C/GPC4/PCDHGB5/PALLD/DCHS1/PCDHGB4/CELSR1/ICAM1/CDHR3/CRTAM"
"GO:0006929","GO:0006929","substrate-dependent cell migration",21,0.756572551212599,1.73077179412977,0.00327620928030623,0.415198594755144,0.401990232699752,1046,"tags=33%, list=8%, signal=31%","SHTN1/ROBO1/CSPG4/OPHN1/CTTN/NTN1/NRP1"
"GO:0007339","GO:0007339","binding of sperm to zona pellucida",21,0.755639124957342,1.72863644328746,0.00333318540932289,0.415198594755144,0.401990232699752,198,"tags=14%, list=1%, signal=14%","CLGN/ZPBP2/ADAM32"
"GO:2001239","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand",33,0.681830266789799,1.72185479376575,0.00349540676541807,0.415198594755144,0.401990232699752,1039,"tags=21%, list=7%, signal=20%","TERT/IL1A/GATA1/IL7/RET/CSF2/INHBA"
"GO:1901099","GO:1901099","negative regulation of signal transduction in absence of ligand",24,0.730201430425086,1.70263388188558,0.0035686542519581,0.415198594755144,0.401990232699752,754,"tags=21%, list=5%, signal=20%","TERT/IL1A/GATA1/IL7/CSF2"
"GO:2001240","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand",24,0.730201430425086,1.70263388188558,0.0035686542519581,0.415198594755144,0.401990232699752,754,"tags=21%, list=5%, signal=20%","TERT/IL1A/GATA1/IL7/CSF2"
"GO:0018958","GO:0018958","phenol-containing compound metabolic process",75,0.587774951466434,1.68713364111867,0.00278370723163275,0.415198594755144,0.401990232699752,2312,"tags=33%, list=17%, signal=28%","DDT/PNMT/DBH/DRD3/DDC/INSM1/HPN/GPR37/DIO2/AOC2/SLC16A10/NPR1/GCNT4/RAB38/CHRNB2/EPAS1/ALDH2/FOXE1/SULT1A3/PAX8/PNKD/PARK7/SULT1B1/ITGAM/PMEL"
"GO:1990748","GO:1990748","cellular detoxification",84,0.571362491317481,1.66483041436152,0.00324659932769083,0.415198594755144,0.401990232699752,2510,"tags=35%, list=18%, signal=28%","HBA2/HBB/HBD/RDH12/PTGS2/MGST2/APOM/TXNRD3/PTGES/MGST1/GPX2/SRXN1/GSTZ1/FBLN5/CYGB/NXN/ALDH1A1/ABCB6/CCS/S100A9/GSTM2/GSTP1/PXDNL/PARK7/MGST3/PRDX1/SLC11A1/SOD1/PRDX5"
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration",118,0.540164054984778,1.62127029312478,0.00363493499070968,0.415198594755144,0.401990232699752,2217,"tags=35%, list=16%, signal=29%","CALCA/LRP6/FFAR1/ADM/GATA1/IL2/PTGER1/ADCY5/GALR2/C5AR2/FPR3/RIC3/PTGIR/GNG3/ACKR2/GATA2/JPH3/CXCR5/CXCR1/CCR7/P2RY1/FPR2/CIB2/SLC8A1/JPH4/CXCL13/CAV1/CYSLTR1/KNG1/SWAP70/FIS1/LPAR1/CCL1/CD52/XCR1/CHRNA9/CACNA1A/NMB/GIPR/TRPC3/F2RL1"
"GO:0007411","GO:0007411","axon guidance",149,0.504390729859124,1.54723946034341,0.0035345706392255,0.415198594755144,0.401990232699752,1550,"tags=26%, list=11%, signal=24%","DSCAML1/KALRN/ROBO1/OPHN1/SEMA3A/TUBB3/PTK7/ARTN/SEMA3B/IGSF9/NRCAM/POU4F3/NOG/SHH/FLRT2/SEMA6B/NOTCH3/RET/PLXNA4/CNTN2/PAX6/DRAXIN/SLIT1/SEMA3C/LAMB2/KLF7/NTN1/ROBO3/NRP1/VEGFA/PALLD/ERBB2/EFNA1/PLXNA2/TUBB2B/PLA2G10/NTN3/RAC3/CHN1"
